converged	score	run	cpu_time	memory	nclusters_pred	all_vmeasure	clone_prev_MAE	clone_prev_MSE	slsbulk_clone_prev_MSE	slsbulk_vmeasure	slsbulk_clone_prev_MAE	uncertainty
1	101022.551774037	runs_epiclomal/0_0.95_10000/epi_region/109/cluster_posteriors.tsv.gz	53	148	3	0.694174865275644	0.142578125	0.03424072265625	NA	NA	NA	0
1	105227.19623908	runs_epiclomal/0_0.95_10000/epi_region/11/cluster_posteriors.tsv.gz	105	182	2	0.715933510567159	0.0703125	0.005859375	NA	NA	NA	NA
1	101367.648160196	runs_epiclomal/0_0.95_10000/epi_region/110/cluster_posteriors.tsv.gz	59	154	4	0.52508353797265	0.1796875	0.04736328125	NA	NA	NA	0
1	99698.7171717337	runs_epiclomal/0_0.95_10000/epi_region/111/cluster_posteriors.tsv.gz	73	164	6	0.360667223321682	0.263671875	0.080810546875	NA	NA	NA	0
1	102411.449304898	runs_epiclomal/0_0.95_10000/epi_region/112/cluster_posteriors.tsv.gz	46	155	4	0.682495117430526	0.228515625	0.05938720703125	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/113/cluster_posteriors.tsv.gz	9	183	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/114/cluster_posteriors.tsv.gz	8	180	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	102842.421073118	runs_epiclomal/0_0.95_10000/epi_region/115/cluster_posteriors.tsv.gz	123	172	8	0.323963317882856	0.361328125	0.1390380859375	NA	NA	NA	0
1	99561.6788238095	runs_epiclomal/0_0.95_10000/epi_region/116/cluster_posteriors.tsv.gz	165	179	8	0.369940653377369	0.365234375	0.13720703125	NA	NA	NA	0
1	104384.685185392	runs_epiclomal/0_0.95_10000/epi_region/117/cluster_posteriors.tsv.gz	88	166	6	0.266407395492328	0.294921875	0.09326171875	NA	NA	NA	0
1	100439.710783573	runs_epiclomal/0_0.95_10000/epi_region/118/cluster_posteriors.tsv.gz	82	164	6	0.465956386668069	0.28125	0.10980224609375	NA	NA	NA	0
1	104692.21480559	runs_epiclomal/0_0.95_10000/epi_region/119/cluster_posteriors.tsv.gz	77	157	5	0.270257754899585	0.236328125	0.07122802734375	NA	NA	NA	0
1	99862.6990943115	runs_epiclomal/0_0.95_10000/epi_region/12/cluster_posteriors.tsv.gz	97	182	3	0.585292751494025	0.140625	0.03369140625	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/120/cluster_posteriors.tsv.gz	7	180	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	96724.2086676321	runs_epiclomal/0_0.95_10000/epi_region/121/cluster_posteriors.tsv.gz	131	167	7	0.367486952171298	0.341796875	0.121337890625	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/122/cluster_posteriors.tsv.gz	7	180	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/123/cluster_posteriors.tsv.gz	8	178	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	102634.390463408	runs_epiclomal/0_0.95_10000/epi_region/124/cluster_posteriors.tsv.gz	64	158	4	0.761728609845977	0.111328125	0.03094482421875	NA	NA	NA	0
1	94682.4348776745	runs_epiclomal/0_0.95_10000/epi_region/125/cluster_posteriors.tsv.gz	133	176	9	0.339061176490126	0.330078125	0.11669921875	NA	NA	NA	0
1	98472.1314923967	runs_epiclomal/0_0.95_10000/epi_region/126/cluster_posteriors.tsv.gz	94	162	6	0.556242647609052	0.251953125	0.08941650390625	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/127/cluster_posteriors.tsv.gz	8	180	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/128/cluster_posteriors.tsv.gz	8	179	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/129/cluster_posteriors.tsv.gz	7	182	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	95737.7678989083	runs_epiclomal/0_0.95_10000/epi_region/13/cluster_posteriors.tsv.gz	97	182	4	0.5761773045554	0.228515625	0.07049560546875	NA	NA	NA	0
1	101865.177035918	runs_epiclomal/0_0.95_10000/epi_region/130/cluster_posteriors.tsv.gz	106	161	6	0.416233748869615	0.2734375	0.08477783203125	NA	NA	NA	0
1	94958.3841303128	runs_epiclomal/0_0.95_10000/epi_region/131/cluster_posteriors.tsv.gz	158	178	8	0.402015741160846	0.32421875	0.1201171875	NA	NA	NA	0
1	128836.548352297	runs_epiclomal/0_0.95_10000/epi_region/132/cluster_posteriors.tsv.gz	58	153	4	0.00344041317709443	0.251953125	0.06842041015625	NA	NA	NA	0
1	129606.803628303	runs_epiclomal/0_0.95_10000/epi_region/133/cluster_posteriors.tsv.gz	40	150	3	0.00414819865196508	0.171875	0.0341796875	NA	NA	NA	0
1	104402.303619192	runs_epiclomal/0_0.95_10000/epi_region/134/cluster_posteriors.tsv.gz	66	158	5	0.303884658669391	0.244140625	0.08074951171875	NA	NA	NA	0
1	107160.569716596	runs_epiclomal/0_0.95_10000/epi_region/135/cluster_posteriors.tsv.gz	107	169	7	0.282136033116692	0.34375	0.12664794921875	NA	NA	NA	0
1	102842.421073118	runs_epiclomal/0_0.95_10000/epi_region/136/cluster_posteriors.tsv.gz	123	171	8	0.323963317882856	0.361328125	0.1390380859375	NA	NA	NA	0
1	104829.546573945	runs_epiclomal/0_0.95_10000/epi_region/137/cluster_posteriors.tsv.gz	34	150	3	0.464736275177211	0.126953125	0.03277587890625	NA	NA	NA	0
1	105670.084629727	runs_epiclomal/0_0.95_10000/epi_region/138/cluster_posteriors.tsv.gz	20	145	2	0.551668164210877	0.04296875	0.003173828125	NA	NA	NA	NA
1	98044.0905318762	runs_epiclomal/0_0.95_10000/epi_region/139/cluster_posteriors.tsv.gz	116	179	8	0.365547790257685	0.35546875	0.1378173828125	NA	NA	NA	0
1	93580.3268427247	runs_epiclomal/0_0.95_10000/epi_region/14/cluster_posteriors.tsv.gz	105	181	5	0.515121082162624	0.291015625	0.09002685546875	NA	NA	NA	0
1	107205.594679501	runs_epiclomal/0_0.95_10000/epi_region/140/cluster_posteriors.tsv.gz	137	169	7	0.183139515349304	0.341796875	0.1201171875	NA	NA	NA	0
1	97216.9781835317	runs_epiclomal/0_0.95_10000/epi_region/141/cluster_posteriors.tsv.gz	103	168	6	0.524907843734401	0.279296875	0.0908203125	NA	NA	NA	0
1	100305.200706161	runs_epiclomal/0_0.95_10000/epi_region/142/cluster_posteriors.tsv.gz	66	154	4	0.533098138720006	0.21875	0.06591796875	NA	NA	NA	0
1	98652.3770622945	runs_epiclomal/0_0.95_10000/epi_region/143/cluster_posteriors.tsv.gz	90	162	6	0.319054446117263	0.314453125	0.104736328125	NA	NA	NA	0
1	99847.5260838297	runs_epiclomal/0_0.95_10000/epi_region/144/cluster_posteriors.tsv.gz	178	176	9	0.239590950584551	0.37109375	0.1424560546875	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/145/cluster_posteriors.tsv.gz	8	182	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	103150.90223834	runs_epiclomal/0_0.95_10000/epi_region/146/cluster_posteriors.tsv.gz	119	169	7	0.280600002617587	0.333984375	0.1177978515625	NA	NA	NA	0
1	101413.760742675	runs_epiclomal/0_0.95_10000/epi_region/147/cluster_posteriors.tsv.gz	108	168	7	0.415681951004715	0.3125	0.11016845703125	NA	NA	NA	0
1	100751.031213091	runs_epiclomal/0_0.95_10000/epi_region/148/cluster_posteriors.tsv.gz	94	162	6	0.35349498305533	0.310546875	0.101806640625	NA	NA	NA	0
1	101106.745513413	runs_epiclomal/0_0.95_10000/epi_region/149/cluster_posteriors.tsv.gz	47	155	4	0.521938867093088	0.197265625	0.04925537109375	NA	NA	NA	0
1	91786.158166954	runs_epiclomal/0_0.95_10000/epi_region/15/cluster_posteriors.tsv.gz	128	180	6	0.530730019657378	0.302734375	0.0994873046875	NA	NA	NA	0
1	101322.278049558	runs_epiclomal/0_0.95_10000/epi_region/150/cluster_posteriors.tsv.gz	97	167	7	0.319815797689054	0.296875	0.09759521484375	NA	NA	NA	0
1	107582.978786353	runs_epiclomal/0_0.95_10000/epi_region/151/cluster_posteriors.tsv.gz	134	170	8	0.159955374580669	0.36328125	0.139892578125	NA	NA	NA	0
1	103715.38379615	runs_epiclomal/0_0.95_10000/epi_region/152/cluster_posteriors.tsv.gz	33	147	3	0.68596038433409	0.1171875	0.02349853515625	NA	NA	NA	0
1	101989.383043049	runs_epiclomal/0_0.95_10000/epi_region/153/cluster_posteriors.tsv.gz	59	160	5	0.482765500754208	0.228515625	0.06451416015625	NA	NA	NA	0
1	130673.487624104	runs_epiclomal/0_0.95_10000/epi_region/154/cluster_posteriors.tsv.gz	22	143	2	0.0115476544903254	0.0625	0.00390625	NA	NA	NA	NA
1	99907.6156100958	runs_epiclomal/0_0.95_10000/epi_region/155/cluster_posteriors.tsv.gz	157	180	9	0.252612012139806	0.35546875	0.133056640625	NA	NA	NA	0
1	104154.282834737	runs_epiclomal/0_0.95_10000/epi_region/156/cluster_posteriors.tsv.gz	32	150	3	0.585292751494025	0.140625	0.03369140625	NA	NA	NA	0
1	99639.7644329797	runs_epiclomal/0_0.95_10000/epi_region/157/cluster_posteriors.tsv.gz	144	176	9	0.259238940945897	0.37109375	0.141845703125	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/158/cluster_posteriors.tsv.gz	8	180	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	105658.50804219	runs_epiclomal/0_0.95_10000/epi_region/159/cluster_posteriors.tsv.gz	19	145	2	0.551668164210877	0.04296875	0.003173828125	NA	NA	NA	NA
1	90265.8232221101	runs_epiclomal/0_0.95_10000/epi_region/16/cluster_posteriors.tsv.gz	146	180	7	0.499186587376568	0.330078125	0.11871337890625	NA	NA	NA	0
1	99830.4690014859	runs_epiclomal/0_0.95_10000/epi_region/160/cluster_posteriors.tsv.gz	104	169	7	0.349406447738651	0.33203125	0.1177978515625	NA	NA	NA	0
1	100259.347590925	runs_epiclomal/0_0.95_10000/epi_region/161/cluster_posteriors.tsv.gz	76	162	5	0.43745070642288	0.279296875	0.097900390625	NA	NA	NA	0
1	101039.630560952	runs_epiclomal/0_0.95_10000/epi_region/162/cluster_posteriors.tsv.gz	112	154	4	0.624333579178273	0.208984375	0.05712890625	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/163/cluster_posteriors.tsv.gz	8	182	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	99203.3005311154	runs_epiclomal/0_0.95_10000/epi_region/164/cluster_posteriors.tsv.gz	159	178	9	0.343159718508896	0.36328125	0.135498046875	NA	NA	NA	0
1	101186.012597988	runs_epiclomal/0_0.95_10000/epi_region/165/cluster_posteriors.tsv.gz	141	173	8	0.247105784605775	0.373046875	0.142822265625	NA	NA	NA	0
1	130632.394944682	runs_epiclomal/0_0.95_10000/epi_region/166/cluster_posteriors.tsv.gz	20	145	2	0.00117949804068411	0.08984375	0.011962890625	NA	NA	NA	NA
1	102985.013880791	runs_epiclomal/0_0.95_10000/epi_region/167/cluster_posteriors.tsv.gz	61	152	4	0.517583442538974	0.208984375	0.0576171875	NA	NA	NA	0
1	98651.1595236563	runs_epiclomal/0_0.95_10000/epi_region/168/cluster_posteriors.tsv.gz	168	180	9	0.277110391560918	0.3515625	0.13238525390625	NA	NA	NA	0
1	104154.282834737	runs_epiclomal/0_0.95_10000/epi_region/169/cluster_posteriors.tsv.gz	42	148	3	0.585292751494025	0.140625	0.03369140625	NA	NA	NA	0
1	87977.5926064716	runs_epiclomal/0_0.95_10000/epi_region/17/cluster_posteriors.tsv.gz	128	183	8	0.47111024161927	0.353515625	0.13739013671875	NA	NA	NA	0
1	101074.400993079	runs_epiclomal/0_0.95_10000/epi_region/170/cluster_posteriors.tsv.gz	60	154	4	0.674634181905074	0.23828125	0.0615234375	NA	NA	NA	0
1	105648.920315087	runs_epiclomal/0_0.95_10000/epi_region/171/cluster_posteriors.tsv.gz	19	144	2	0.551668164210877	0.04296875	0.003173828125	NA	NA	NA	NA
1	101865.177035918	runs_epiclomal/0_0.95_10000/epi_region/172/cluster_posteriors.tsv.gz	95	164	6	0.416233748869615	0.2734375	0.08477783203125	NA	NA	NA	0
1	102150.227402579	runs_epiclomal/0_0.95_10000/epi_region/173/cluster_posteriors.tsv.gz	51	155	4	0.584295783491025	0.177734375	0.0498046875	NA	NA	NA	0
1	130199.352088605	runs_epiclomal/0_0.95_10000/epi_region/174/cluster_posteriors.tsv.gz	24	145	2	0.0115476544903254	0.0625	0.00390625	NA	NA	NA	NA
1	103757.140434957	runs_epiclomal/0_0.95_10000/epi_region/175/cluster_posteriors.tsv.gz	62	157	5	0.331370338226063	0.28125	0.08514404296875	NA	NA	NA	0
1	99836.7700039271	runs_epiclomal/0_0.95_10000/epi_region/176/cluster_posteriors.tsv.gz	61	158	5	0.461136310913223	0.279296875	0.09716796875	NA	NA	NA	0
1	130843.220716296	runs_epiclomal/0_0.95_10000/epi_region/177/cluster_posteriors.tsv.gz	19	149	2	0.000183893216672864	0.0625	0.0078125	NA	NA	NA	NA
1	103320.934418153	runs_epiclomal/0_0.95_10000/epi_region/178/cluster_posteriors.tsv.gz	57	155	4	0.457091129660543	0.203125	0.04833984375	NA	NA	NA	0
1	105059.812196777	runs_epiclomal/0_0.95_10000/epi_region/179/cluster_posteriors.tsv.gz	19	149	2	0.827302249950198	0.03515625	0.001708984375	NA	NA	NA	NA
1	86821.8438445935	runs_epiclomal/0_0.95_10000/epi_region/18/cluster_posteriors.tsv.gz	154	182	9	0.447427848150003	0.376953125	0.14910888671875	NA	NA	NA	0
1	104154.282834737	runs_epiclomal/0_0.95_10000/epi_region/180/cluster_posteriors.tsv.gz	33	148	3	0.585292751494025	0.140625	0.03369140625	NA	NA	NA	0
1	95545.182445009	runs_epiclomal/0_0.95_10000/epi_region/181/cluster_posteriors.tsv.gz	136	162	6	0.509471096688985	0.259765625	0.08392333984375	NA	NA	NA	0
1	101850.39710453	runs_epiclomal/0_0.95_10000/epi_region/182/cluster_posteriors.tsv.gz	40	150	3	0.683204999679056	0.123046875	0.0260009765625	NA	NA	NA	0
1	127184.698751739	runs_epiclomal/0_0.95_10000/epi_region/183/cluster_posteriors.tsv.gz	68	158	5	0.0164430169217743	0.28125	0.08673095703125	NA	NA	NA	0
1	99702.6956511964	runs_epiclomal/0_0.95_10000/epi_region/184/cluster_posteriors.tsv.gz	66	162	5	0.557465141522363	0.25	0.07830810546875	NA	NA	NA	0
1	97014.7853163907	runs_epiclomal/0_0.95_10000/epi_region/185/cluster_posteriors.tsv.gz	129	171	8	0.282175416584836	0.36328125	0.1373291015625	NA	NA	NA	0
1	103068.059475358	runs_epiclomal/0_0.95_10000/epi_region/186/cluster_posteriors.tsv.gz	33	147	3	0.710213538667704	0.111328125	0.02154541015625	NA	NA	NA	0
1	102265.13558911	runs_epiclomal/0_0.95_10000/epi_region/187/cluster_posteriors.tsv.gz	79	160	6	0.296883832561222	0.306640625	0.10491943359375	NA	NA	NA	0
1	104648.81373643	runs_epiclomal/0_0.95_10000/epi_region/188/cluster_posteriors.tsv.gz	23	147	2	0.828914435828653	0.033203125	0.001220703125	NA	NA	NA	NA
1	99865.4130858071	runs_epiclomal/0_0.95_10000/epi_region/189/cluster_posteriors.tsv.gz	116	171	8	0.440292235841417	0.33984375	0.1295166015625	NA	NA	NA	0
1	85055.610860168	runs_epiclomal/0_0.95_10000/epi_region/19/cluster_posteriors.tsv.gz	131	180	10	0.449529723839958	0.380859375	0.1522216796875	NA	NA	NA	0
1	102664.307273649	runs_epiclomal/0_0.95_10000/epi_region/190/cluster_posteriors.tsv.gz	47	158	4	0.496357519069685	0.203125	0.07275390625	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/191/cluster_posteriors.tsv.gz	7	178	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	99317.6501233689	runs_epiclomal/0_0.95_10000/epi_region/192/cluster_posteriors.tsv.gz	86	166	6	0.356763743773293	0.32421875	0.11767578125	NA	NA	NA	0
1	100614.139168278	runs_epiclomal/0_0.95_10000/epi_region/193/cluster_posteriors.tsv.gz	79	160	5	0.392524283287714	0.220703125	0.06488037109375	NA	NA	NA	0
1	96074.259887152	runs_epiclomal/0_0.95_10000/epi_region/194/cluster_posteriors.tsv.gz	112	172	7	0.33257178710693	0.337890625	0.12005615234375	NA	NA	NA	0
1	100100.014255321	runs_epiclomal/0_0.95_10000/epi_region/195/cluster_posteriors.tsv.gz	149	177	9	0.336072345301389	0.365234375	0.14373779296875	NA	NA	NA	0
1	130140.112144587	runs_epiclomal/0_0.95_10000/epi_region/196/cluster_posteriors.tsv.gz	20	143	2	0.0115476544903254	0.0625	0.00390625	NA	NA	NA	NA
1	96724.2086676321	runs_epiclomal/0_0.95_10000/epi_region/197/cluster_posteriors.tsv.gz	129	169	7	0.367486952171298	0.341796875	0.121337890625	NA	NA	NA	0
1	99717.4078018644	runs_epiclomal/0_0.95_10000/epi_region/198/cluster_posteriors.tsv.gz	106	167	6	0.381570188344392	0.310546875	0.104736328125	NA	NA	NA	0
1	101271.377240107	runs_epiclomal/0_0.95_10000/epi_region/199/cluster_posteriors.tsv.gz	56	153	4	0.740325870407999	0.15234375	0.038818359375	NA	NA	NA	0
1	100832.353493484	runs_epiclomal/0_0.95_10000/epi_region/2/cluster_posteriors.tsv.gz	90	180	3	0.69410366672888	0.111328125	0.02081298828125	NA	NA	NA	NA
1	130841.3698114	runs_epiclomal/0_0.95_10000/epi_region/20/cluster_posteriors.tsv.gz	93	182	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	102963.796358367	runs_epiclomal/0_0.95_10000/epi_region/200/cluster_posteriors.tsv.gz	72	162	5	0.468579814201488	0.267578125	0.07830810546875	NA	NA	NA	0
1	100390.785035433	runs_epiclomal/0_0.95_10000/epi_region/201/cluster_posteriors.tsv.gz	169	178	8	0.32591083829545	0.35546875	0.1318359375	NA	NA	NA	0
1	99580.4893666302	runs_epiclomal/0_0.95_10000/epi_region/202/cluster_posteriors.tsv.gz	119	173	8	0.331323346367493	0.361328125	0.140625	NA	NA	NA	0
1	97605.4986109439	runs_epiclomal/0_0.95_10000/epi_region/203/cluster_posteriors.tsv.gz	192	178	9	0.390701034998237	0.365234375	0.1363525390625	NA	NA	NA	0
1	103068.059475358	runs_epiclomal/0_0.95_10000/epi_region/204/cluster_posteriors.tsv.gz	38	150	3	0.710213538667704	0.111328125	0.02154541015625	NA	NA	NA	0
1	101748.124634101	runs_epiclomal/0_0.95_10000/epi_region/205/cluster_posteriors.tsv.gz	34	148	3	0.654802333910721	0.140625	0.02978515625	NA	NA	NA	NA
1	101106.745513413	runs_epiclomal/0_0.95_10000/epi_region/206/cluster_posteriors.tsv.gz	48	158	4	0.521938867093088	0.197265625	0.04925537109375	NA	NA	NA	0
1	104648.81373643	runs_epiclomal/0_0.95_10000/epi_region/207/cluster_posteriors.tsv.gz	22	145	2	0.828914435828653	0.033203125	0.001220703125	NA	NA	NA	NA
1	99606.2392170254	runs_epiclomal/0_0.95_10000/epi_region/208/cluster_posteriors.tsv.gz	94	159	5	0.481426963560612	0.2421875	0.08819580078125	NA	NA	NA	0
1	94682.4348776745	runs_epiclomal/0_0.95_10000/epi_region/209/cluster_posteriors.tsv.gz	135	178	9	0.339061176490126	0.330078125	0.11669921875	NA	NA	NA	0
1	104778.941614432	runs_epiclomal/0_0.95_10000/epi_region/21/cluster_posteriors.tsv.gz	82	182	2	1	0	0	NA	NA	NA	NA
1	99698.7171717337	runs_epiclomal/0_0.95_10000/epi_region/210/cluster_posteriors.tsv.gz	75	161	6	0.360667223321682	0.263671875	0.080810546875	NA	NA	NA	0
1	104780.660084084	runs_epiclomal/0_0.95_10000/epi_region/211/cluster_posteriors.tsv.gz	49	160	4	0.467523351851926	0.193359375	0.0504150390625	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/212/cluster_posteriors.tsv.gz	9	181	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	107582.978786353	runs_epiclomal/0_0.95_10000/epi_region/213/cluster_posteriors.tsv.gz	137	176	8	0.159955374580669	0.36328125	0.139892578125	NA	NA	NA	0
1	100576.438992698	runs_epiclomal/0_0.95_10000/epi_region/214/cluster_posteriors.tsv.gz	148	169	7	0.420611158837768	0.330078125	0.12249755859375	NA	NA	NA	0
1	103483.869541502	runs_epiclomal/0_0.95_10000/epi_region/215/cluster_posteriors.tsv.gz	112	168	6	0.354965610761295	0.3203125	0.10797119140625	NA	NA	NA	0
1	100916.986499762	runs_epiclomal/0_0.95_10000/epi_region/216/cluster_posteriors.tsv.gz	34	147	3	0.543045854012409	0.169921875	0.0372314453125	NA	NA	NA	0
1	98233.6206931931	runs_epiclomal/0_0.95_10000/epi_region/217/cluster_posteriors.tsv.gz	114	162	6	0.374986054786026	0.2890625	0.09912109375	NA	NA	NA	0
1	94682.4348776745	runs_epiclomal/0_0.95_10000/epi_region/218/cluster_posteriors.tsv.gz	137	177	9	0.339061176490126	0.330078125	0.11669921875	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/219/cluster_posteriors.tsv.gz	8	178	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	101477.922949167	runs_epiclomal/0_0.95_10000/epi_region/22/cluster_posteriors.tsv.gz	95	182	3	0.792881400346433	0.140625	0.03955078125	NA	NA	NA	0
1	101973.847219316	runs_epiclomal/0_0.95_10000/epi_region/220/cluster_posteriors.tsv.gz	133	170	8	0.283788987530846	0.330078125	0.1160888671875	NA	NA	NA	0
1	105045.91346544	runs_epiclomal/0_0.95_10000/epi_region/221/cluster_posteriors.tsv.gz	19	145	2	0.827302249950198	0.03515625	0.001708984375	NA	NA	NA	NA
1	98288.7487820981	runs_epiclomal/0_0.95_10000/epi_region/222/cluster_posteriors.tsv.gz	170	181	9	0.325657589048623	0.373046875	0.14453125	NA	NA	NA	0
1	104274.837660546	runs_epiclomal/0_0.95_10000/epi_region/223/cluster_posteriors.tsv.gz	122	170	7	0.225431274197709	0.341796875	0.12109375	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/224/cluster_posteriors.tsv.gz	8	178	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	99136.9351979959	runs_epiclomal/0_0.95_10000/epi_region/225/cluster_posteriors.tsv.gz	200	176	9	0.408991315882834	0.357421875	0.1346435546875	NA	NA	NA	0
1	104648.81373643	runs_epiclomal/0_0.95_10000/epi_region/226/cluster_posteriors.tsv.gz	20	145	2	0.828914435828653	0.033203125	0.001220703125	NA	NA	NA	NA
1	101413.760742675	runs_epiclomal/0_0.95_10000/epi_region/227/cluster_posteriors.tsv.gz	129	174	7	0.415681951004715	0.3125	0.11016845703125	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/228/cluster_posteriors.tsv.gz	9	180	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	94682.4348776745	runs_epiclomal/0_0.95_10000/epi_region/229/cluster_posteriors.tsv.gz	147	182	9	0.339061176490126	0.330078125	0.11669921875	NA	NA	NA	0
1	99070.4619405349	runs_epiclomal/0_0.95_10000/epi_region/23/cluster_posteriors.tsv.gz	108	182	4	0.680614181894738	0.228515625	0.05877685546875	NA	NA	NA	0
1	107062.96576409	runs_epiclomal/0_0.95_10000/epi_region/230/cluster_posteriors.tsv.gz	172	178	9	0.126830119319646	0.35546875	0.1343994140625	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/231/cluster_posteriors.tsv.gz	9	178	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	102301.886208303	runs_epiclomal/0_0.95_10000/epi_region/232/cluster_posteriors.tsv.gz	46	150	3	0.554292690220565	0.154296875	0.0343017578125	NA	NA	NA	0
1	130259.644243168	runs_epiclomal/0_0.95_10000/epi_region/233/cluster_posteriors.tsv.gz	20	145	2	0.00117949804068411	0.08984375	0.011962890625	NA	NA	NA	NA
1	103250.040453621	runs_epiclomal/0_0.95_10000/epi_region/234/cluster_posteriors.tsv.gz	138	173	8	0.371010361353062	0.359375	0.13848876953125	NA	NA	NA	0
1	101392.63477998	runs_epiclomal/0_0.95_10000/epi_region/235/cluster_posteriors.tsv.gz	102	167	7	0.344638028595999	0.318359375	0.120849609375	NA	NA	NA	0
1	99847.5260838297	runs_epiclomal/0_0.95_10000/epi_region/236/cluster_posteriors.tsv.gz	189	179	9	0.239590950584551	0.37109375	0.1424560546875	NA	NA	NA	0
